food,Caloric Value,Fat,Carbohydrates,Protein,Sugars,Dietary Fiber,Sodium,Cholesterol,Nutrition Density
hand breaded chicken tenders carls jr,57,2.9,0.2,0.0,0.0,0.0,0.0,0.0,3.1
grilled chicken sandwich wendys,370,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
sandwich with roast beef,410,13.0,44.3,28.6,0.0,0.0,0.8,73.4,135.393
hamburger burger king,258,10.4,26.5,14.7,5.5,2.0,0.5,34.7,54.28
big n tasty mcdonalds,524,31.7,38.5,24.7,8.8,3.2,0.7,76.6,257.7
roast beef sandwich,364,15.3,33.1,22.6,5.7,1.9,1.0,44.7,73.951
roast beef sandwich with cheese,473,18.0,45.4,32.2,0.0,0.0,1.6,77.4,283.72
hamburger,255,9.9,28.7,12.9,5.8,1.7,0.5,28.1,53.859
premium fish sandwich burger king,572,27.4,58.7,22.6,7.8,2.0,1.3,68.2,195.8
whopper burger king,790,48.4,52.8,35.4,13.0,3.2,1.4,113.8,405.8
sandwich with tuna salad,584,28.0,55.4,29.7,0.0,0.0,1.3,48.6,193.569
original chicken sandwich burger king,569,29.2,52.2,24.2,6.0,4.8,1.3,61.7,205.9
double whopper burger king,942,58.6,51.4,52.1,13.2,5.2,1.1,172.0,309.4
premium crispy chicken club sandwich mcdonalds,635,29.9,57.4,39.1,12.7,3.0,1.2,96.5,376.2
hamburger mcdonalds,251,9.6,28.8,12.3,5.7,1.2,0.5,25.7,52.357
pepperoni pizza dominos,308,12.6,36.0,12.7,4.2,2.4,0.7,28.3,226.5
sausage pizza,325,14.3,35.5,13.3,3.9,2.7,0.7,26.7,66.337
pepperoni pizza,313,13.2,35.5,13.0,3.6,2.6,0.8,27.8,64.836
pepperoni pizza pizza hut,269,10.9,30.3,12.3,3.5,1.6,0.8,25.0,206.086
cheese pizza pizza hut,260,10.5,30.0,11.5,3.2,1.7,0.7,23.0,256.272
cheese pizza,285,10.4,35.7,12.2,3.8,2.5,0.6,18.2,61.304
cheese pizza dominos,278,9.7,35.9,11.7,4.3,2.4,0.6,18.4,243.663
meat vegetable pizza,332,14.8,34.5,15.0,5.1,3.0,0.8,36.7,233.148
sucker raw,146,3.7,0.0,26.6,0.0,0.0,0.0,65.2,143.779
northern pike raw,348,2.7,0.0,76.3,0.0,0.0,0.2,154.4,321.946
haddock cooked,135,0.8,0.0,30.0,0.0,0.0,0.4,99.0,52.159
burbot cooked,104,0.9,0.0,22.3,0.0,0.0,0.1,69.3,81.891
pollock cooked,356,3.8,0.0,75.3,0.0,0.0,0.3,274.8,313.428
rainbow smelt raw,27,0.7,0.0,5.0,0.0,0.0,0.019,19.8,23.004
whitefish cooked,265,11.6,0.0,37.7,0.0,0.0,0.1,118.6,100.864
walleye pike raw,148,1.9,0.0,30.4,0.0,0.0,0.011,136.7,209.316
carp cooked,275,12.2,0.0,38.9,0.0,0.0,0.1,142.8,144.989
wolffish cooked,293,7.3,0.0,53.4,0.0,0.0,0.3,140.4,80.3
snapper cooked,218,2.9,0.0,44.7,0.0,0.0,0.066,79.9,118.742
roe cooked,58,2.3,0.5,8.1,0.0,0.0,0.055,135.6,23.609
anchovy raw,37,1.4,0.0,5.8,0.0,0.0,0.012,17.0,49.714
herring raw,291,16.6,0.0,33.0,0.0,0.0,0.2,110.4,157.898
cod raw,189,1.5,0.0,41.1,0.0,0.0,0.1,99.3,82.88
tilapia raw,111,2.0,0.0,23.3,0.0,0.0,0.009,58.0,37.5
whiting cooked,84,1.2,0.0,16.9,0.0,0.0,0.018,60.5,63.037
skipjack tuna cooked,407,4.0,0.0,86.9,0.0,0.0,0.1,184.8,212.936
salmon cooked,733,44.0,0.0,78.7,0.0,0.0,0.2,224.3,190.7
chum salmon cooked,474,14.9,0.0,79.5,0.0,0.0,0.2,292.6,139.8
american shad cooked,363,25.4,0.0,31.3,0.0,0.0,0.043,138.2,144.967
shark cooked,65,3.9,1.8,5.3,0.0,0.0,0.068,16.7,25.548
trout cooked,118,5.3,0.0,16.5,0.0,0.0,0.027,45.9,57.496
swordfish raw,196,9.0,0.0,26.7,0.0,0.0,0.1,89.8,43.072
rainbow trout cooked,119,5.2,0.0,16.9,0.0,0.0,0.041,49.7,22.557
fish sandwich with cheese,374,19.6,35.4,15.1,4.9,0.0,0.6,49.6,235.0
jellyfish dried,21,0.8,0.0,3.2,0.0,0.0,5.6,2.9,6.517
mullet raw,139,4.5,0.0,23.0,0.0,0.0,0.098,58.3,78.949
halibut cooked,353,5.1,0.0,71.7,0.0,0.0,0.3,190.8,78.934
lingcod raw,213,2.7,0.0,44.2,0.0,0.0,0.1,130.0,82.778
orange roughy cooked,30,0.3,0.0,6.4,0.0,0.0,0.079,22.6,10.146
cisco raw,77,1.5,0.0,15.0,0.0,0.0,0.042,39.5,26.367
florida pompano cooked,186,10.7,0.0,20.8,0.0,0.0,0.05,56.3,69.911
snapper raw,218,2.9,0.0,44.7,0.0,0.0,0.1,80.7,121.32
fish sandwich,565,27.4,58.7,22.6,7.8,0.0,1.3,77.0,109.3
haddock raw,143,0.9,0.0,31.5,0.0,0.0,0.4,104.2,53.952
ocean perch raw,51,1.0,0.0,9.8,0.0,0.0,0.2,33.3,28.835
cuttlefish cooked,45,0.4,0.5,9.2,0.0,0.0,0.2,63.4,66.521
cod cooked,189,1.5,0.0,41.1,0.0,0.0,0.1,99.0,70.534
seatrout raw,248,8.6,0.0,39.8,0.0,0.0,0.1,197.5,89.528
flounder raw,114,3.1,0.0,20.2,0.0,0.0,0.5,73.4,57.837
spot cooked,79,3.1,0.0,11.9,0.0,0.0,0.022,38.5,24.239
walleye pike cooked,148,1.9,0.0,30.4,0.0,0.0,0.069,136.4,209.213
perch raw,55,0.6,0.0,11.6,0.0,0.0,0.037,54.0,61.715
pumpkin seed sunfish raw,43,0.3,0.0,9.3,0.0,0.0,0.06,32.2,49.154
salt mackerel,415,34.1,0.0,25.2,0.0,0.0,6.1,129.2,151.025
mackerel cooked,231,15.7,0.0,21.0,0.0,0.0,0.064,66.0,51.733
tilapia cooked,111,2.3,0.0,22.8,0.0,0.0,0.011,49.6,37.9
drum raw,236,9.8,0.0,34.7,0.0,0.0,0.1,126.7,167.2
atlantic croaker fried,192,11.0,6.6,15.8,0.0,0.3,0.3,73.1,62.209
pumpkin seed sunfish cooked,42,0.3,0.0,9.2,0.0,0.0,0.046,31.8,48.674
wolffish raw,294,7.3,0.0,53.6,0.0,0.0,0.3,140.8,79.9
bluefin tuna cooked,276,9.4,0.0,44.9,0.0,0.0,0.02,73.5,72.4
scup cooked,68,1.8,0.0,12.1,0.0,0.0,0.061,33.5,39.718
herring cooked,290,16.6,0.0,32.9,0.0,0.0,0.2,110.1,158.304
bluefish raw,186,6.4,0.0,30.1,0.0,0.0,0.028,88.5,47.9
sheepshead cooked,234,3.0,0.0,48.4,0.0,0.0,0.1,119.0,121.48
bass cooked,91,2.9,0.0,15.0,0.0,0.0,0.078,53.9,84.379
pout cooked,279,3.2,0.0,58.4,0.0,0.0,0.2,183.6,98.207
chinook salmon raw,709,41.3,0.0,78.9,0.0,0.0,0.2,198.0,240.5
rockfish raw,172,2.6,0.0,35.1,0.0,0.0,0.1,95.5,65.002
tilefish raw,371,8.9,0.0,67.6,0.0,0.0,0.2,193.0,177.901
scup raw,174,4.5,0.0,31.3,0.0,0.0,0.082,86.3,103.111
sablefish cooked,755,59.3,0.0,51.9,0.0,0.0,0.2,190.3,252.4
tuna salad,383,19.0,19.3,32.9,0.0,0.0,0.8,26.7,112.727
coho salmon cooked,255,11.8,0.0,34.7,0.0,0.0,0.06,90.1,66.478
roe raw,20,0.9,0.2,3.1,0.0,0.0,0.052,52.4,9.553
sea bass raw,125,2.6,0.0,23.8,0.0,0.0,0.084,52.9,39.739
pink salmon cooked,349,12.0,0.0,56.0,0.0,0.0,0.2,125.4,69.873
sockeye salmon cooked,493,17.3,0.0,82.1,0.0,0.0,0.3,189.1,102.315
whitefish raw,265,11.6,0.0,37.8,0.0,0.0,0.1,118.8,101.603
greenland halibut cooked,760,56.4,0.0,58.6,0.0,0.0,0.3,187.6,130.404
northern pike cooked,350,2.7,0.0,76.5,0.0,0.0,0.2,155.0,319.506
salmon raw,824,53.1,0.0,80.9,0.0,0.0,0.2,217.8,186.3
turbot cooked,388,12.0,0.0,65.4,0.0,0.0,0.6,197.2,157.453
surimi,28,0.3,1.9,4.3,0.0,0.0,0.042,8.5,9.072
chinook salmon cooked,711,41.2,0.0,79.2,0.0,0.0,0.2,261.8,222.5
mullet cooked,140,4.5,0.0,23.1,0.0,0.0,0.001,58.6,58.866
chum salmon raw,3,0.1,0.0,0.6,0.0,0.0,0.029,2.1,1.025
butterfish raw,47,2.6,0.0,5.5,0.0,0.0,0.072,20.8,15.332
sea bass cooked,125,2.6,0.0,23.9,0.0,0.0,0.058,53.5,40.067
greenland halibut raw,759,56.5,0.0,58.6,0.0,0.0,0.3,187.7,130.06
halibut raw,371,5.4,0.0,75.7,0.0,0.0,0.3,199.9,110.481
sturgeon cooked,184,7.0,0.0,28.2,0.0,0.0,0.019,104.7,59.9
fish fillet fried,211,11.2,15.4,13.3,0.0,0.5,0.5,30.9,58.716
rainbow trout raw,111,4.9,0.0,15.8,0.0,0.0,0.022,46.6,43.047
pout raw,278,3.2,0.0,58.6,0.0,0.0,0.2,183.0,98.078
rainbow smelt cooked,35,0.9,0.0,6.4,0.0,0.0,0.047,25.5,29.428
monkfish raw,22,0.4,0.0,4.1,0.0,0.0,0.059,7.1,7.21
trout raw,117,5.2,0.0,16.4,0.0,0.0,0.051,45.8,57.297
shark raw,37,1.3,0.0,5.9,0.0,0.0,0.003,14.4,17.064
burbot raw,104,0.9,0.0,22.4,0.0,0.0,0.1,69.6,82.309
dolphinfish cooked,173,1.4,0.0,37.7,0.0,0.0,0.2,149.5,71.625
crayfish cooked,25,0.4,0.0,5.0,0.0,0.0,0.058,38.8,20.222
dolphinfish raw,173,1.4,0.0,37.7,0.0,0.0,0.2,148.9,72.1
perch cooked,54,0.5,0.0,11.4,0.0,0.0,0.043,52.9,60.112
cusk raw,106,0.8,0.0,23.2,0.0,0.0,0.086,50.0,37.228
bluefin tuna raw,41,1.4,0.0,6.6,0.0,0.0,0.013,10.8,10.8
milkfish cooked,54,2.4,0.0,7.4,0.0,0.0,0.076,19.0,28.341
carp raw,277,12.2,0.0,38.9,0.0,0.0,0.1,143.9,146.793
sturgeon raw,30,1.1,0.0,4.6,0.0,0.0,0.007,17.0,9.612
orange roughy raw,22,0.2,0.0,4.6,0.0,0.0,0.063,17.0,7.672
catfish fried,199,11.6,7.0,15.7,0.0,0.6,0.2,61.8,74.4
cuttlefish raw,22,0.2,0.2,4.6,0.0,0.0,0.1,31.7,33.734
bass raw,90,2.9,0.0,14.9,0.0,0.0,0.055,53.7,83.837
flounder cooked,109,3.0,0.0,19.4,0.0,0.0,0.5,71.1,22.622
milkfish raw,42,1.9,0.0,5.8,0.0,0.0,0.098,14.7,22.203
eel raw,375,23.8,0.0,37.6,0.0,0.0,0.1,257.0,109.0
catfish raw,189,9.4,0.0,24.2,0.0,0.0,0.2,87.5,46.7
fish sticks,78,4.5,6.1,3.1,0.5,0.4,0.1,7.8,14.563
coho salmon raw,254,12.2,0.0,33.8,0.0,0.0,0.054,81.1,67.308
monkfish cooked,27,0.6,0.0,5.3,0.0,0.0,0.004,9.1,9.165
yellowtail cooked,546,19.6,0.0,86.6,0.0,0.0,0.1,207.3,201.282
yellowfin tuna cooked,37,0.2,0.0,8.2,0.0,0.0,0.011,13.3,9.861
ling cooked,168,1.2,0.0,36.8,0.0,0.0,0.3,77.0,105.731
eel cooked,67,4.2,0.0,6.7,0.0,0.0,0.069,45.6,19.3
sablefish raw,753,59.1,0.0,51.8,0.0,0.0,0.2,189.1,251.3
salmon nuggets,60,3.3,4.0,3.6,0.0,0.0,0.005,7.4,13.6
yellowtail raw,546,19.6,0.0,86.5,0.0,0.0,0.1,205.7,204.5
butterfish cooked,47,2.6,0.0,5.5,0.0,0.0,0.042,20.8,15.35
caviar,42,2.9,0.6,3.9,0.0,0.0,0.2,94.1,53.325
pollock raw,355,3.8,0.0,75.0,0.0,0.0,0.3,274.1,312.275
catfish cooked,206,10.3,0.0,26.4,0.0,0.0,0.2,94.4,37.141
whiting raw,83,1.2,0.0,16.8,0.0,0.0,0.016,61.6,62.592
pink salmon raw,404,14.0,0.0,65.2,0.0,0.0,0.2,146.3,102.8
yellowfin tuna raw,31,0.1,0.0,6.9,0.0,0.0,0.049,11.0,8.322
mackerel raw,230,15.6,0.0,20.8,0.0,0.0,0.1,78.4,52.063
turbot raw,388,12.0,0.0,65.5,0.0,0.0,0.6,195.8,159.322
cusk cooked,106,0.8,0.0,23.1,0.0,0.0,0.047,50.4,37.306
atlantic croaker raw,82,2.5,0.0,14.0,0.0,0.0,0.014,48.2,28.709
sucker cooked,148,3.7,0.0,26.6,0.0,0.0,0.019,65.7,144.006
spot raw,79,3.1,0.0,11.8,0.0,0.0,0.022,38.4,24.113
drum cooked,236,9.7,0.0,34.6,0.0,0.0,0.1,126.3,166.292
crayfish raw,3,0.048,0.0,0.6,0.0,0.0,0.024,4.3,1.788
tilefish cooked,441,14.1,0.0,73.5,0.0,0.0,0.2,192.0,166.521
bluefish cooked,186,6.4,0.0,30.1,0.0,0.0,0.045,88.9,47.9
grouper cooked,238,2.6,0.0,50.2,0.0,0.0,0.1,94.9,97.6
sheepshead raw,257,5.7,0.0,48.1,0.0,0.0,0.2,119.0,104.93
herring kippered,87,4.9,0.0,9.8,0.0,0.0,0.4,32.8,49.314
grouper raw,238,2.6,0.0,50.2,0.0,0.0,0.1,95.8,125.1
ocean perch cooked,48,0.9,0.0,9.3,0.0,0.0,0.2,31.5,10.368
ling raw,168,1.2,0.0,36.7,0.0,0.0,0.3,77.2,104.862
lingcod cooked,329,4.1,0.0,68.4,0.0,0.0,0.2,202.3,128.139
florida pompano raw,184,10.6,0.0,20.7,0.0,0.0,0.081,56.0,56.69
rockfish cooked,162,2.4,0.0,33.1,0.0,0.0,0.1,90.9,35.955
seatrout cooked,247,8.6,0.0,39.9,0.0,0.0,0.1,197.2,90.142
sockeye salmon raw,562,22.2,0.0,84.4,0.0,0.0,0.4,209.9,148.1
swordfish cooked,182,8.4,0.0,24.9,0.0,0.0,0.1,82.7,34.203
american shad raw,362,25.3,0.0,31.2,0.0,0.0,0.001,138.0,144.868
sardine canned in oil,310,17.1,0.0,36.7,0.0,0.0,0.5,211.6,627.452
anchovy canned in oil,8,0.4,0.0,1.2,0.0,0.0,0.1,3.4,11.106
salmon canned,520,20.3,0.0,79.1,0.0,0.0,1.8,143.9,1020.882
sardines in tomato sauce canned,165,9.3,0.5,18.6,0.4,0.009,0.4,54.3,244.978
sockeye salmon canned,563,24.9,0.0,79.5,0.0,0.0,1.4,266.2,888.6
tuna canned,102,2.4,0.0,18.9,0.0,0.0,0.3,33.6,33.32
pink salmon canned,530,20.4,0.0,80.9,0.0,0.0,1.7,226.1,987.651
cod canned,328,2.7,0.0,71.0,0.0,0.0,0.7,171.6,143.814
eastern oyster canned,110,4.0,6.3,11.4,0.0,0.0,0.2,89.1,113.7
chum salmon canned,520,20.3,0.0,79.1,0.0,0.0,0.3,143.9,1020.805
tuna canned in oil,331,14.4,0.0,47.2,0.0,0.0,0.7,55.2,69.953
wild pink salmon oceans,320,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
shrimp canned,128,1.7,0.0,26.1,0.0,0.0,1.1,322.6,221.3
alaska king crab raw,144,1.0,0.0,31.5,0.0,0.0,1.4,72.2,124.608
scallops fried,64,3.2,6.4,2.6,0.0,0.0,0.2,18.0,15.698
shrimp cooked,7,0.092,0.013,1.3,0.0,0.0,0.012,11.6,6.398
clams fried,19,1.0,1.0,1.3,0.0,0.0,0.068,5.7,11.464
alaska king crab cooked,130,2.1,0.0,25.9,0.0,0.0,1.4,71.0,118.35
scallops cooked,11,0.058,0.5,2.1,0.0,0.0,0.06,4.1,2.732
squid fried,140,6.0,6.2,14.4,0.0,0.0,0.2,208.0,62.028
oyster raw,41,1.2,2.5,4.7,0.0,0.0,0.059,25.0,19.054
abalone,89,0.6,5.1,14.5,0.0,0.0,0.3,72.3,51.092
queen crab raw,25,0.3,0.0,5.2,0.0,0.0,0.2,15.6,15.607
whelk cooked,78,0.2,4.4,13.5,0.0,0.0,0.1,36.8,54.806
oyster cooked,41,1.2,2.5,4.7,0.0,0.0,0.066,25.0,17.971
eastern oyster cooked,8,0.2,0.7,0.7,0.0,0.0,0.038,3.7,8.598
blue mussels cooked,344,9.0,14.8,47.6,0.0,0.0,0.7,112.0,178.2
octopus raw,23,0.3,0.6,4.2,0.0,0.0,0.064,13.6,23.044
spiny lobster cooked,233,3.2,5.1,43.0,0.0,0.0,0.4,146.7,159.731
blue mussels raw,129,3.4,5.5,17.9,0.0,0.0,0.4,42.0,83.72
queen crab cooked,98,1.3,0.0,20.2,0.0,0.0,0.6,60.4,58.197
dungeness crab cooked,140,1.6,1.2,28.3,0.0,0.0,0.5,96.5,111.171
dungeness crab raw,140,1.6,1.2,28.4,0.0,0.0,0.5,96.2,112.564
shrimp fried,52,3.2,4.8,1.3,0.086,0.1,0.2,9.9,14.433
shrimp raw,4,0.023,0.041,0.7,0.0,0.0,0.083,6.3,3.712
blue crab cooked,71,0.6,0.0,15.2,0.0,0.0,0.3,82.5,16.719
shrimp imitation,29,0.4,2.6,3.5,0.0,0.0,0.2,10.2,12.119
conch baked,165,1.5,2.2,33.4,0.0,0.0,0.2,82.6,163.446
squid raw,26,0.4,0.9,4.4,0.0,0.0,0.09,65.9,16.386
scallop raw,10,0.091,0.5,1.8,0.0,0.0,0.057,3.6,3.417
lobster raw,116,1.1,0.0,24.8,0.0,0.0,0.6,190.5,152.362
scallop imitation,28,0.1,3.0,3.6,0.0,0.0,0.2,6.2,9.105
blue crab raw,18,0.2,0.018,3.8,0.0,0.0,0.079,16.4,23.615
whelk raw,39,0.1,2.2,6.7,0.0,0.0,0.073,18.4,27.678
spiny lobster raw,234,3.2,5.1,43.1,0.0,0.0,0.4,146.3,160.501
clams canned,227,2.5,9.4,38.8,0.0,0.0,0.2,80.0,159.2
lobster cooked,134,1.3,0.0,28.5,0.0,0.0,0.7,219.0,32.314
eastern oyster fried,29,1.8,1.7,1.3,0.0,0.0,0.015,10.4,15.5
clams raw,195,2.2,8.1,33.3,0.0,0.0,1.4,68.1,136.0
octopus cooked,139,1.8,3.7,25.3,0.0,0.0,0.4,81.6,135.853
eastern oyster raw,8,0.2,0.8,0.7,0.0,0.0,0.021,3.5,9.448
oyster fried,61,3.0,6.7,2.1,0.0,0.0,0.1,18.1,17.861
sturgeon smoked,49,1.2,0.0,8.8,0.0,0.0,0.2,22.6,15.175
chinook salmon smoked,159,5.9,0.0,24.9,0.0,0.0,1.1,31.3,47.038
cisco smoked,50,3.4,0.0,4.6,0.0,0.0,0.1,9.1,15.576
haddock smoked,33,0.3,0.0,7.1,0.0,0.0,0.2,21.8,21.719
whitefish smoked,147,1.3,0.0,31.8,0.0,0.0,1.4,44.9,58.398
red salmon sockeye filets smoked,373,12.3,0.0,65.5,0.0,0.0,0.065,167.4,141.587
nectarine,66,0.5,15.8,1.6,11.8,2.6,0.0,0.0,20.735
kiwifruit gold,51,0.2,12.8,0.8,10.0,1.1,0.046,0.0,159.686
prickly pear raw,8,0.072,1.9,0.001,0.2,1.0,0.065,0.0,39.263
pineapple,45,0.1,11.8,0.5,8.9,1.3,0.099,0.0,13.97
rowan,253,4.6,54.5,5.2,32.1,14.1,0.083,0.0,176.4
muscadine grapes,3,0.056,0.8,0.014,0.0,0.2,0.024,0.0,3.38
heidelbeeren jutro,17,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.6
prunes stewed,316,0.7,83.2,3.4,0.0,0.0,0.039,0.0,157.8
tangerine,40,0.2,10.1,0.6,8.0,1.4,0.056,0.0,60.8
prunes,237,0.5,62.3,2.6,0.0,0.0,0.076,0.0,118.3
lemon peel,1,0.002,0.3,0.032,0.054,0.2,0.028,0.0,5.934
banana,134,0.5,34.3,1.6,18.3,3.9,0.055,0.0,41.084
raspberries,5,0.034,1.2,0.1,0.4,0.7,0.054,0.0,2.207
apricot,17,0.1,3.9,0.5,3.2,0.7,0.02,0.0,5.334
strawberry guava,4,0.008,1.0,0.01,0.0,0.3,0.059,0.0,4.931
kiwifruit green,42,0.4,10.1,0.8,6.2,2.1,0.096,0.0,13.588
figs,37,0.2,9.6,0.4,8.1,1.5,0.049,0.0,30.4
clementine,35,0.1,8.9,0.6,6.8,1.3,0.044,0.0,10.954
orange,86,0.2,21.6,1.7,17.2,4.4,0.0,0.0,28.073
bartlett pear,112,0.3,26.6,0.7,17.2,5.5,0.047,0.0,57.1
red white currants,63,0.2,15.5,1.6,8.3,4.8,0.056,0.0,106.1
blueberries,84,0.5,21.4,1.1,14.7,3.6,0.015,0.0,26.767
mulberries,6,0.049,1.5,0.2,1.2,0.3,0.021,0.0,2.163
java plum,2,0.029,0.5,0.034,0.0,0.0,0.063,0.0,1.624
prune puree,46,0.02,11.7,0.4,7.0,0.6,0.036,0.0,12.709
applesauce,102,0.2,27.5,0.4,22.9,2.7,0.031,0.0,30.923
blackberries raw,62,0.7,13.8,2.0,7.0,7.6,0.05,0.0,97.0
plum,30,0.2,7.5,0.5,6.5,0.9,0.0,0.0,9.21
american grapes,2,0.087,0.4,0.035,0.4,0.09,0.056,0.0,0.93
peach,59,0.4,14.3,1.4,12.6,2.3,0.0,0.0,18.643
honeydew melon,64,0.2,16.1,1.0,14.4,1.4,0.062,0.0,61.5
yellow plantain fried,399,12.7,68.9,2.4,36.8,5.4,0.079,0.0,100.5
rose hips,206,0.4,48.5,2.0,3.3,30.6,0.035,0.0,838.4
lemons,17,0.2,5.4,0.6,1.5,1.6,0.045,0.0,53.9
lime,20,0.1,7.1,0.5,1.1,1.9,0.082,0.0,51.6
pomegranate,117,1.6,26.4,2.4,19.3,5.6,0.042,0.0,36.33
gooseberries,66,0.9,15.3,1.3,0.0,6.5,0.074,0.0,24.2
asian pear,51,0.3,13.0,0.6,8.6,4.4,0.0,0.0,27.8
abiyuch,157,0.2,40.1,3.4,19.5,12.1,0.093,0.0,201.0
horned melon kiwano,92,2.6,15.8,3.7,0.0,0.0,0.095,0.0,62.8
fruit walnut salad mcdonalds,312,13.3,43.8,4.8,32.9,0.0,0.017,5.3,618.0
grapefruit,53,0.2,13.3,1.0,8.6,2.0,0.0,0.0,16.592
japanese persimmon,118,0.3,31.2,1.0,21.1,6.0,0.067,0.0,38.927
wild raspberries,81,0.4,18.0,1.5,7.2,9.8,0.09,0.0,111.6
pink lady apple,18,0.1,3.9,0.1,0.0,0.0,0.0,0.0,4.1
maraschino cherries,8,0.083,2.1,0.06,1.9,0.2,0.072,0.0,5.19
black currants,71,0.5,17.2,1.6,0.0,0.0,0.075,0.0,285.3
plantain cooked,179,0.3,48.0,1.2,21.6,3.5,0.079,0.0,73.8
crab apple,84,0.3,21.9,0.4,0.0,0.0,0.03,0.0,51.6
pom potes materne,19,0.2,0.2,0.0,0.068,0.0,0.0,0.0,0.4
apple,95,0.3,25.1,0.5,18.9,4.4,0.062,0.0,30.438
cantaloupe melon,60,0.3,14.4,1.5,13.9,1.6,0.087,0.0,17.939
prickly pear cooked,7,0.043,1.6,0.091,0.0,0.0,0.0,0.0,2.226
guava,37,0.5,7.9,1.4,4.9,3.0,0.056,0.0,12.956
strawberries,4,0.069,0.9,0.01,0.6,0.2,0.068,0.0,10.261
japanese persimmon dried,93,0.2,25.0,0.5,0.0,4.9,0.002,0.0,39.4
watermelon,86,0.4,21.6,1.7,17.7,1.1,0.043,0.0,25.025
elderberries,106,0.7,26.7,1.0,0.0,10.2,0.042,0.0,148.2
kumquat,13,0.2,3.0,0.4,1.8,1.2,0.018,0.0,4.882
orange peel,6,0.017,1.5,0.093,0.0,0.6,0.023,0.0,20.111
pokeberry shoots cooked,33,0.7,5.1,3.8,2.6,2.5,0.4,0.0,236.9
breadfruit,227,0.5,59.7,2.4,24.2,10.8,0.057,0.0,73.872
pear,101,0.2,27.1,0.6,17.4,5.5,0.07,0.0,57.4
sour cherries,52,0.3,12.5,1.0,8.7,1.6,0.071,0.0,15.607
plantain raw,218,0.6,57.1,2.3,31.3,3.0,0.082,0.0,102.4
blackberries frozen,97,0.6,23.7,1.8,16.1,7.6,0.007,0.0,83.4
cherries,5,0.056,1.3,0.068,1.0,0.2,0.0,0.0,1.715
plantain fried,16,0.6,2.6,0.023,0.2,0.2,0.065,0.0,3.85
carambola starfruit,26,0.3,5.7,0.9,3.4,2.4,0.047,0.0,9.403
chayote cooked,35,0.8,7.2,1.0,0.0,4.5,0.4,0.0,47.5
apple dippers mcdonalds,33,0.0,8.2,0.0,6.3,0.0,0.0,0.0,238.864
white grapefruit,78,0.2,19.8,1.6,17.3,2.6,0.0,0.0,131.2
cherimoya,176,1.6,41.6,3.7,30.2,7.1,0.061,0.0,54.8
melon balls,57,0.4,13.7,1.5,0.0,1.2,0.022,0.0,45.3
golden delicious apple,62,0.2,14.8,0.3,10.9,2.6,0.034,0.0,18.014
pokeberry shoots raw,37,0.6,5.9,4.2,0.0,2.7,0.05,0.0,13.9
cranberries,21,0.014,5.4,0.2,1.9,1.6,0.03,0.0,7.473
quince,52,0.012,14.1,0.4,0.0,1.7,0.081,0.0,16.436
chayote raw,25,0.2,6.0,1.1,2.2,2.2,0.094,0.0,9.855
orange with peel,100,0.5,24.6,2.1,0.0,7.2,0.028,0.0,259.9
chokecherries,249,2.6,51.8,4.7,14.4,30.8,0.078,0.0,191.9
mango,202,1.3,50.3,2.8,45.9,5.4,0.027,0.0,60.641
wild plum,147,0.3,35.3,0.7,17.1,9.7,0.047,0.0,80.6
jeijoa,148,1.0,37.0,1.7,19.9,15.6,0.041,0.0,176.8
groundcherries,74,1.0,15.7,2.7,0.0,0.0,0.0,0.0,48.8
pesca,30,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
persimmon,32,0.1,8.4,0.2,0.0,0.0,0.024,0.0,32.6
grapes,3,0.044,0.9,0.045,0.8,0.087,0.009,0.0,1.83
rambutan canned,175,0.4,44.7,1.4,0.0,1.9,0.051,0.0,106.7
figs canned,14,0.039,3.8,0.1,3.2,0.6,0.049,0.0,12.491
prunes canned,246,0.5,65.1,2.0,0.0,8.9,0.044,0.0,123.9
pineapples canned,28,0.05,7.4,0.2,6.8,0.4,0.06,0.0,19.255
prune plums canned,27,0.075,7.0,0.2,6.5,0.4,0.055,0.0,13.728
tangerines canned,92,0.1,23.8,1.5,22.1,1.7,0.022,0.0,140.389
